SiteID,lon,lat,Gtable,Gtable_std,Gtable_closure,Gtable_closure_std,Gtable_CV,years_1,years_2,years_3,years_4,years_5,years_6,years_7,years_8,years_9,years_10,years_11,years_12,years_13,years_14,years_15,years_16,years_17,years_18,years_19,years_20,years_21,years_22,years_23,years_24,years_25,years_26,Gseas_amp
IT-Tor,121.9717,31.5169,0.376833774379995,0.192659765543669,-16.9865320657678,6.16485553722856,0.511259283647418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231874325269371,0.344808980549284,0.575216512232933,0.621722059130554,0.123753338994108,0.363627430103717,0,5.90278075978729
MY-PSO,102.3062,2.973,-0.911595838934803,0.152655910246401,1.89968317823302,0.60268881682919,-0.167460077949433,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.824864340814234,-0.707157261884512,-0.836152365951516,-1.06127493693391,-1.10224811145324,-0.811343229503056,-1.03813062600315,0,0,0,0,0,0,1.41921297560638
NL-Hor,5.071301,52.24035,-0.804500420031481,0.379821904710891,17.7840145694521,17.6699372020266,-0.472121449850863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.900515655406775,-0.447539206267067,-1.22612437372737,0,-0.474610715317674,-1.26578445150601,-0.512428117963994,0,0,0,0,5.25865026054539
NL-Loo,5.743556,52.166581,-0.143493276454804,0.133797156178442,4.47476302658737,6.06713241933434,-0.932428051572048,0,0,0,0,0,0,0,-0.036093819526556,0,0.411040472278763,0,0,0.106144949737978,-0.382276990575484,-0.298408914103271,-0.228111788055155,-0.0521430609263911,-0.18603039088265,-0.168870117050033,-0.213129731484736,-0.460653951052867,-0.0943117746202423,-0.149519999073044,-0.197430424880526,0.0347694675276607,0,5.95455063443613
NO-Adv,15.923,78.186,-0.159465319891901,0,6.24569466863483,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159465319891901,0,6.55981786889198
RU-Che,121.9717,31.5169,-1.26379076424072,0,NaN,NaN,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26379076424072,0,0,0,0,0,0,0,0,0,0,0,0,4.04759560437146
RU-Fyo,121.9717,31.5169,0.224434550435368,0.157734961995434,1.37721998030438,8.3682226589442,0.702810515089825,0,0,0,0,0,0,0,0,0,0.399255284675566,0.119413358232147,0.10566018625192,-0.148343817778197,0.519397799733417,0.202661763568648,0.265701394248266,0.336040292150819,0.161658706332152,0.250149466203246,0.182107696433802,0.210482480281859,0.290837130368343,0.308276763792238,0.362654095295194,0.0250002071764701,0,6.24710130580136
RU-SkP,129.168,62.255,0.0910664391874616,0.100247551168058,NaN,NaN,1.10081773332211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201807159591827,0.161952162415741,0,0,4.24567442261274
SD-Dem,30.4783,13.2829,0.615987637871417,0.467899039344063,-68.7050117521733,28.1606357793836,0.759591606352551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675489702274279,0,0.121183770749108,1.05128944059086,0,0,0,0,0,0,3.78813385243975
SN-Dhr,-15.43222,15.40278,2.87937976471757,0.141982459946884,-13.800903816335,3.85693831381921,0.0493100846531824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77898300447958,2.97977652495556,0,0,4.07489562072944
US-AR1,-99.42,36.4267,0.538770931018935,0.809244538788526,-15.8963235229338,2.59254689861896,1.50201967514852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46243369257326,-0.0455841239907142,0.199463224474256,0,0,0,6.04177595896355
US-AR2,-99.5975,36.6358,-0.673008126707966,0.0640003805262153,2.2003958489675,3.37548132204304,-0.0950959995673077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.718263229776572,-0.62775302363936,0,0,0,0,6.91430010114186
US-ARM,-97.4888,36.6058,-4.25346995106419,2.9263588070631,-7.85249804433841,5.01560400617566,-0.68799329505806,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66311262185066,0,-7.517715565278,-6.47262797863035,-7.80764761656948,0,0,-2.67925856683243,-0.640281244766344,-1.99364606352205,0,0,0,7.32479240795916
US-Atq,-157.4089444,70.46961111,2.01217220749794,1.15563580557297,3.61480393808397,4.82863804080666,0.574322516366511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36091693514185,1.54339606091796,3.74166699978253,1.40270883414941,0,0,0,0,0,0,0,0,7.13349823690058
US-Blo,-120.63275,38.89525,0.841995087087343,0.452489562398789,-11.985969403514,4.01653305250793,0.537401665803129,0,0,0,0,0,0,0,0,0,0,0.594882489349621,1.23583409699696,1.35237444518247,1.03909515941845,0.676396315825613,0.971220163394528,0.0241629394437665,0,0,0,0,0,0,0,0,0,6.4845742699201
US-CRT,-83.3471,41.6285,1.75850799957289,0.905694860427647,17.0532771195632,2.23587264221267,0.515035962672688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16573654619884,2.38910404944871,0.720683403071129,0,0,6.31533779443982
US-GBT,-106.2397,41.3658,0.345222028575817,0.169702126712051,-1.56347092153265,2.02899355071816,0.491573864542023,0,0,0,0,0,0,0,0,0,0,0,0.367460784207028,0,0.565373924919676,0.287502688730714,0.160550716445852,0,0,0,0,0,0,0,0,0,0,5.22948393633342
US-GLE,-106.2394,41.3644,0.338867246272996,0.227407014095434,-16.4102381741861,8.12972422703461,0.671079948258653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183063190471998,0,0,0,0,0,0.652414069841867,0.110643356562366,0.495967045210212,0.252248569278534,0,6.42356601136419
US-Goo,-89.8735,34.2547,-0.419257984991533,0,-8.40430621572631,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.589063855923439,-0.419257984991533,1.44778183921452,0,0,0,0,0,0,0,0,0,0,6.9944678821
US-IB2,-88.24103333,41.84061667,-0.129254070526524,0.33451889237297,12.0193112548662,2.64297142573499,-2.58807239888297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47085398928785,-0.590874884216319,-0.468864745995538,-0.363200369436391,-0.196301539546807,0.000545798587872737,-0.21855755605613,0,0,0,0,6.85269914760264
US-Ivo,-155.748,68.48647222,2.22764553099706,0.159025083365004,-0.897307976394156,1.89173434770717,0.0713870681633208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09697744945612,2.40470855855723,2.18125058497783,0,0,0,0,0,0,0,0,0,6.63914149560341
US-KS2,-80.67153396,28.60857739,-1.94129424006039,0.00127516411095158,6.05815118764274,0.292231025061982,-0.000656862872529777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94219591725037,-1.94039256287041,0,0,0,0,0,0,0,0,0,0,4.85296297260196
US-LWW,-97.978895,34.9604,3.42183637355765,3.33381481238664,24.7951718262197,5.56941191981966,0.974276513672251,0,0,0,0,0,0,0,1.0644733124989,5.7791994346164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9880372787991
US-Los,-89.97919,46.08268,-7.30957916841815,2.28988187685554,-6.61323573474263,4.06873638099459,-0.313271369540566,0,0,0,0,0,0,0,0,0,0,0,-8.87744156557561,-10.5845528413727,-4.32538140280978,-5.53379212834784,-8.61867829387784,-9.10603173543339,-4.86729955526035,-6.56345582466767,0,0,0,0,0,0,0,7.09524312900891
US-Me2,-121.5574,44.4523,0.597886368606626,0.305624511146816,-19.0854397349287,15.8797362035647,0.51117491080968,0,0,0,0,0,0,0,0,0,0,0,0,0.968597867730202,0.988880160463604,0.917260446149013,0.178587001434758,0.439475186811956,0,0,0.248072689452125,0,0,0.47370468958749,0.494262551224963,0.672136724605526,0,6.04921886902101
US-Me4,-121.6224,44.4992,0.683495392554417,0,-4.72469765395123,0,0,0,0,0,0,0,0,0,0,0,0,0.683495392554417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21234065540835
US-Me5,-121.566756,44.43718949,1.39169862761626,0.322653905460176,9.51352037259324,9.32496830827074,0.231841793228486,0,0,0,0,0,0,0,0,0,0,1.75984066748548,1.15803807683692,1.25721713852637,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52896732259183
US-NR1,-105.5464028,40.03287778,-0.221715733008536,0.159679551729218,-14.1368570407269,8.04714942614171,-0.720199462448929,0,0,0,0,0,0,0,0,0,0,-0.185042415768161,0.0268888605244462,-0.0770072768494762,0.0251927791050245,-0.489218061924295,-0.213058152121736,-0.296360065673981,-0.273836713451486,-0.358819319806267,-0.223850084672085,-0.093188340587131,-0.138901295549582,-0.387921360088885,-0.466504255739034,-0.174110292525388,0,5.68499187358384
US-Oho,-83.84376,41.55454,-0.908417292184704,0.880791922301233,-27.4762261675732,3.7772150639022,-0.969589559642757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.933198914083272,-0.840108094266574,-1.76247299643474,-1.60700544918041,-1.46386826841429,-1.19959450725001,-0.340647022536099,-1.92911967072778,0.665618372630607,0.326223628415527,0,0,5.88239600935137
US-Prr,-147.4876,65.1237,3.46693376118503,1.64502410269321,-11.8597895800166,3.30410826414609,0.474489625706297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00611541060975,1.73334387734593,0,3.6613419955994,0,8.51985214974992
US-SRC,-110.83948,31.908312,2.29023057822541,1.24184309796296,-26.4266877347621,0.732666410724484,0.542234965234466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10453624893359,1.76444232610498,1.17703544666172,4.05347654520265,1.3516623242241,0,0,6.9390472915668
US-SRG,-110.8277,31.7894,1.95165899041488,1.95607665977935,-11.853023694487,9.34160102737574,1.00226354572503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55842451438538,4.14680898486787,-0.244989345079906,0.634570320175334,1.56013763006758,1.055001838073,0,6.84364109699167
US-SRM,-110.86611,31.82143,1.72506798879796,0.393323013663596,-11.463239052042,2.78103009823654,0.228004354737153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72451235316934,2.45526252885583,1.91931662866115,2.01716655557667,1.52761316204975,2.082343031908,1.21777949757,1.902803965413,1.55424576198774,1.18045170679833,1.39425268478771,0,6.57210662311744
US-Syv,-89.34765,46.242017,0.243067549357751,0.347047552740623,-4.92920558781258,16.7985322252706,1.42778233317288,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100800505395419,0.680550066847133,-0.181929353391444,0.63583840515413,0.155276587706561,0.178749640369667,0,0,0,0,0,0,0,0,6.88247198784405
US-Ton,-120.966,38.4316,0.886956185450334,0.569695910466421,-24.6586404542785,2.45912969035818,0.642304456309946,0,0,0,0,0,0,0,0,0,0,0,0,-3.69125751042706,1.44130888083504,1.56974767629678,0.977207840709213,0.859941430874528,0.980499155047563,1.40566249541707,1.02644489125555,0.618390808507006,-0.0525575790520372,0.797929904706729,-0.278800556552779,1.29769927735934,0,7.3617583940886
US-Tw3,-121.6467,38.1159,2.24047723263676,0,-16.2808377891712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24047723263676,0,5.49402147626791
US-Tw4,-121.6414,38.103,0.176627761556907,0,54.9144763753754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176627761556907,0,4.16797572725594
US-Twt,-121.6521,38.1055,0.44197241433141,0.527416049149459,-28.4248995169009,6.5496658369188,1.19332345650419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24866665416648,0.00272973205490734,-0.0114316360645935,0.312159950677429,0.657737370822824,0,5.84221057590897
US-Var,-120.9507333,38.40666667,1.37452215306498,0.923585849135588,-18.2840443297879,5.71043628772712,0.67193231267763,0,0,0,0,0,0,0,0,0,0,0,1.25227248806818,0.56556473557488,1.00840673646548,2.6003691750746,2.19408555747904,2.94140604545358,1.135343203165,1.5798359535563,0.142936118044888,0.470737264135288,-0.103769379299425,1.28817755177708,1.9748832854636,2.19306140795125,0,7.66621058401752
US-WCr,-90.07985917,45.80592667,6.24785830937072,3.02530813277657,-6.78407067247038,4.54826508692368,0.484215227518704,0,0,0,0,0,0,0,0,0,0.224984288761599,6.77800081612607,9.53624132126104,8.06402889821824,8.48539900278112,8.55226911425293,7.99791441880786,0,0,0,0,0,6.39144827053454,3.32045132651428,3.12784563644956,0,0,7.34681424602168
US-Whs,-110.052222,31.743833,0.747518737410776,0.518651225802224,-7.09087034740749,1.39864104353847,0.693830401628067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277217162653667,0.151160770797014,1.10625867948067,0.572591477190051,1.68242361707021,0.686332057850129,0.756647396833686,0,6.23141147073091
US-Wi4,-91.16625,46.73933333,1.66925209322463,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66925209322463,0,0,0,0,0,0,0,0,0,0,0,0,5.50044315391541
US-Wkg,-109.94188,31.736527,0.60350357731959,0.31771667778236,-24.8272654432753,3.56641934268859,0.526453677695617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412840724921149,0.269385788958975,0.804837159367878,0.851002465355285,0.330697173881922,0.294266911654049,0.479575618563899,1.25998117181602,0.797521061034967,0.534927697641761,0,6.62384443488151
ZA-Kru,31.4969,-25.0197,4.02345662544585,3.96612508658534,7.02120130667478,20.1126500936635,0.985750675551485,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44419568583232,10.6210269508607,4.210234192352,0,0,3.41846555350908,2.95542061630556,0.535846722972157,0,-1.0209933437109,0,0,0,6.76025962831723
ZM-Mon,23.25277778,-15.43777778,1.22333779181717,0,-20.3494113651022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22333779181717,0,0,0,0,0,0,0,5.07272105725889
